Wins,Losses,total_games,W/total_games,Wins_per_surface,Losses_per_surface,total_games_per_surface,W/total_games_per_surface,player_name,winner,loser,tourney name
0,2,2,0.0,0,2,2,0.0,Fabio Fognini,Fabio Fognini,Philipp Kohlschreiber,Hamburg
0,2,2,0.0,0,1,1,0.0,Philipp Kohlschreiber,Fabio Fognini,Philipp Kohlschreiber,Hamburg
6,3,9,66.66666666666667,4,1,5,80.0,Casper Ruud,Casper Ruud,Benoit Paire,Hamburg
0,2,2,0.0,0,1,1,0.0,Benoit Paire,Casper Ruud,Benoit Paire,Hamburg
0,1,1,0.0,0,0,0,,Jiri Vesely,Jiri Vesely,Gilles Simon,Hamburg
1,1,2,50.0,0,0,0,,Gilles Simon,Jiri Vesely,Gilles Simon,Hamburg
3,3,6,50.0,2,1,3,66.66666666666667,Ugo Humbert,Ugo Humbert,Daniil Medvedev,Hamburg
7,2,9,77.77777777777777,0,0,0,,Daniil Medvedev,Ugo Humbert,Daniil Medvedev,Hamburg
6,3,9,66.66666666666667,1,1,2,50.0,Stefanos Tsitsipas,Stefanos Tsitsipas,Pablo Cuevas,Hamburg
1,1,2,50.0,1,0,1,100.0,Pablo Cuevas,Stefanos Tsitsipas,Pablo Cuevas,Hamburg
3,4,7,42.857142857142854,3,2,5,60.0,Dusan Lajovic,Dusan Lajovic,Karen Khachanov,Hamburg
5,3,8,62.5,1,1,2,50.0,Karen Khachanov,Dusan Lajovic,Karen Khachanov,Hamburg
2,3,5,40.0,1,1,2,50.0,Christian Garin,Christian Garin,Yannick Hanfmann,Hamburg
5,1,6,83.33333333333333,5,1,6,83.33333333333333,Yannick Hanfmann,Christian Garin,Yannick Hanfmann,Hamburg
1,4,5,20.0,1,2,3,33.333333333333336,Alexander Bublik,Alexander Bublik,Felix Auger Aliassime,Hamburg
5,3,8,62.5,1,1,2,50.0,Felix Auger Aliassime,Alexander Bublik,Felix Auger Aliassime,Hamburg
6,3,9,66.66666666666667,2,1,3,66.66666666666667,Andrey Rublev,Andrey Rublev,Tommy Paul,Hamburg
1,2,3,33.333333333333336,1,0,1,100.0,Tommy Paul,Andrey Rublev,Tommy Paul,Hamburg
6,2,8,75.0,1,0,1,100.0,Roberto Bautista Agut,Roberto Bautista Agut,Dominik Koepfer,Hamburg
4,2,6,66.66666666666667,4,1,5,80.0,Dominik Koepfer,Roberto Bautista Agut,Dominik Koepfer,Hamburg
7,3,10,70.0,5,1,6,83.33333333333333,Casper Ruud,Casper Ruud,Fabio Fognini,Hamburg
1,2,3,33.333333333333336,1,2,3,33.333333333333336,Fabio Fognini,Casper Ruud,Fabio Fognini,Hamburg
4,3,7,57.142857142857146,3,1,4,75.0,Ugo Humbert,Ugo Humbert,Jiri Vesely,Hamburg
1,1,2,50.0,1,0,1,100.0,Jiri Vesely,Ugo Humbert,Jiri Vesely,Hamburg
7,3,10,70.0,2,1,3,66.66666666666667,Stefanos Tsitsipas,Stefanos Tsitsipas,Dusan Lajovic,Hamburg
4,4,8,50.0,4,2,6,66.66666666666667,Dusan Lajovic,Stefanos Tsitsipas,Dusan Lajovic,Hamburg
3,3,6,50.0,2,1,3,66.66666666666667,Christian Garin,Christian Garin,Alexander Bublik,Hamburg
2,4,6,33.333333333333336,2,2,4,50.0,Alexander Bublik,Christian Garin,Alexander Bublik,Hamburg
7,3,10,70.0,3,1,4,75.0,Andrey Rublev,Andrey Rublev,Roberto Bautista Agut,Hamburg
7,2,9,77.77777777777777,2,0,2,100.0,Roberto Bautista Agut,Andrey Rublev,Roberto Bautista Agut,Hamburg
8,3,11,72.72727272727273,6,1,7,85.71428571428571,Casper Ruud,Casper Ruud,Ugo Humbert,Hamburg
5,3,8,62.5,4,1,5,80.0,Ugo Humbert,Casper Ruud,Ugo Humbert,Hamburg
8,3,11,72.72727272727273,3,1,4,75.0,Stefanos Tsitsipas,Stefanos Tsitsipas,Christian Garin,Hamburg
4,3,7,57.142857142857146,3,1,4,75.0,Christian Garin,Stefanos Tsitsipas,Christian Garin,Hamburg
8,3,11,72.72727272727273,4,1,5,80.0,Andrey Rublev,Andrey Rublev,Casper Ruud,Hamburg
9,3,12,75.0,7,1,8,87.5,Casper Ruud,Andrey Rublev,Casper Ruud,Hamburg
9,3,12,75.0,5,1,6,83.33333333333333,Andrey Rublev,Andrey Rublev,Stefanos Tsitsipas,Hamburg
9,3,12,75.0,4,1,5,80.0,Stefanos Tsitsipas,Andrey Rublev,Stefanos Tsitsipas,Hamburg
13,1,14,92.85714285714286,5,0,5,100.0,Novak Djokovic,Novak Djokovic,Mikael Ymer,Roland Garros
0,1,1,0.0,0,0,0,,Mikael Ymer,Novak Djokovic,Mikael Ymer,Roland Garros
3,2,5,60.0,0,0,0,,Ricardas Berankis,Ricardas Berankis,Hugo Dellien,Roland Garros
0,1,1,0.0,0,0,0,,Hugo Dellien,Ricardas Berankis,Hugo Dellien,Roland Garros
0,0,0,,0,0,0,,Daniel Elahi Galan,Daniel Elahi Galan,Cameron Norrie,Roland Garros
2,2,4,50.0,0,0,0,,Cameron Norrie,Daniel Elahi Galan,Cameron Norrie,Roland Garros
2,4,6,33.333333333333336,0,2,2,0.0,Tennys Sandgren,Tennys Sandgren,Hubert Hurkacz,Roland Garros
4,4,8,50.0,3,2,5,60.0,Hubert Hurkacz,Tennys Sandgren,Hubert Hurkacz,Roland Garros
4,4,8,50.0,3,2,5,60.0,Christian Garin,Christian Garin,Philipp Kohlschreiber,Roland Garros
0,3,3,0.0,0,2,2,0.0,Philipp Kohlschreiber,Christian Garin,Philipp Kohlschreiber,Roland Garros
0,1,1,0.0,0,0,0,,Marc Polmans,Marc Polmans,Ugo Humbert,Roland Garros
5,4,9,55.55555555555556,4,2,6,66.66666666666667,Ugo Humbert,Marc Polmans,Ugo Humbert,Roland Garros
1,2,3,33.333333333333336,1,1,2,50.0,Jiri Vesely,Jiri Vesely,Liam Broady,Roland Garros
0,0,0,,0,0,0,,Liam Broady,Jiri Vesely,Liam Broady,Roland Garros
5,4,9,55.55555555555556,1,2,3,33.333333333333336,Karen Khachanov,Karen Khachanov,Kamil Majchrzak,Roland Garros
0,1,1,0.0,0,0,0,,Kamil Majchrzak,Karen Khachanov,Kamil Majchrzak,Roland Garros
7,3,10,70.0,2,1,3,66.66666666666667,Roberto Bautista Agut,Roberto Bautista Agut,Richard Gasquet,Roland Garros
2,2,4,50.0,0,0,0,,Richard Gasquet,Roberto Bautista Agut,Richard Gasquet,Roland Garros
0,1,1,0.0,0,0,0,,Attila Balazs,Attila Balazs,Yasutaka Uchiyama,Roland Garros
0,1,1,0.0,0,0,0,,Yasutaka Uchiyama,Attila Balazs,Yasutaka Uchiyama,Roland Garros
1,3,4,25.0,1,2,3,33.333333333333336,Guido Pella,Guido Pella,Salvatore Caruso,Roland Garros
3,3,6,50.0,1,1,2,50.0,Salvatore Caruso,Guido Pella,Salvatore Caruso,Roland Garros
6,3,9,66.66666666666667,0,1,1,0.0,Pablo Carreno Busta,Pablo Carreno Busta,John Millman,Roland Garros
3,4,7,42.857142857142854,1,2,3,33.333333333333336,John Millman,Pablo Carreno Busta,John Millman,Roland Garros
5,4,9,55.55555555555556,0,2,2,0.0,Jan Lennard Struff,Jan Lennard Struff,Frances Tiafoe,Roland Garros
3,2,5,60.0,0,0,0,,Frances Tiafoe,Jan Lennard Struff,Frances Tiafoe,Roland Garros
0,0,0,,0,0,0,,Daniel Altmaier,Daniel Altmaier,Feliciano Lopez,Roland Garros
2,2,4,50.0,2,1,3,66.66666666666667,Feliciano Lopez,Daniel Altmaier,Feliciano Lopez,Roland Garros
1,2,3,33.333333333333336,0,0,0,,Lloyd Harris,Lloyd Harris,Alexei Popyrin,Roland Garros
0,0,0,,0,0,0,,Alexei Popyrin,Lloyd Harris,Alexei Popyrin,Roland Garros
6,3,9,66.66666666666667,2,1,3,66.66666666666667,Matteo Berrettini,Matteo Berrettini,Vasek Pospisil,Roland Garros
3,1,4,75.0,0,0,0,,Vasek Pospisil,Matteo Berrettini,Vasek Pospisil,Roland Garros
4,2,6,66.66666666666667,0,0,0,,Marton Fucsovics,Marton Fucsovics,Daniil Medvedev,Roland Garros
7,3,10,70.0,0,1,1,0.0,Daniil Medvedev,Marton Fucsovics,Daniil Medvedev,Roland Garros
0,4,4,0.0,0,3,3,0.0,Albert Ramos,Albert Ramos,Adrian Mannarino,Roland Garros
2,4,6,33.333333333333336,0,2,2,0.0,Adrian Mannarino,Albert Ramos,Adrian Mannarino,Roland Garros
2,2,4,50.0,0,0,0,,Marcos Giron,Marcos Giron,Quentin Halys,Roland Garros
0,0,0,,0,0,0,,Quentin Halys,Marcos Giron,Quentin Halys,Roland Garros
0,1,1,0.0,0,0,0,,Thiago Monteiro,Thiago Monteiro,Nikoloz Basilashvili,Roland Garros
0,5,5,0.0,0,3,3,0.0,Nikoloz Basilashvili,Thiago Monteiro,Nikoloz Basilashvili,Roland Garros
4,5,9,44.44444444444444,4,3,7,57.142857142857146,Dusan Lajovic,Dusan Lajovic,Gianluca Mager,Roland Garros
0,2,2,0.0,0,1,1,0.0,Gianluca Mager,Dusan Lajovic,Gianluca Mager,Roland Garros
1,4,5,20.0,0,2,2,0.0,Kevin Anderson,Kevin Anderson,Laslo Djere,Roland Garros
3,2,5,60.0,3,1,4,75.0,Laslo Djere,Kevin Anderson,Laslo Djere,Roland Garros
3,2,5,60.0,0,1,1,0.0,Alejandro Davidovich Fokina,Alejandro Davidovich Fokina,Harold Mayot,Roland Garros
0,0,0,,0,0,0,,Harold Mayot,Alejandro Davidovich Fokina,Harold Mayot,Roland Garros
10,3,13,76.92307692307692,6,1,7,85.71428571428571,Andrey Rublev,Andrey Rublev,Sam Querrey,Roland Garros
0,3,3,0.0,0,1,1,0.0,Sam Querrey,Andrey Rublev,Sam Querrey,Roland Garros
9,3,12,75.0,4,1,5,80.0,Denis Shapovalov,Denis Shapovalov,Gilles Simon,Roland Garros
1,2,3,33.333333333333336,0,1,1,0.0,Gilles Simon,Denis Shapovalov,Gilles Simon,Roland Garros
1,1,2,50.0,0,0,0,,Roberto Carballes Baena,Roberto Carballes Baena,Steve Johnson,Roland Garros
1,1,2,50.0,0,0,0,,Steve Johnson,Roberto Carballes Baena,Steve Johnson,Roland Garros
0,1,1,0.0,0,0,0,,Andrej Martin,Andrej Martin,Joao Sousa,Roland Garros
0,3,3,0.0,0,2,2,0.0,Joao Sousa,Andrej Martin,Joao Sousa,Roland Garros
5,3,8,62.5,3,1,4,75.0,Grigor Dimitrov,Grigor Dimitrov,Gregoire Barrere,Roland Garros
1,1,2,50.0,0,0,0,,Gregoire Barrere,Grigor Dimitrov,Gregoire Barrere,Roland Garros
0,0,0,,0,0,0,,Nikola Milojevic,Nikola Milojevic,Filip Krajinovic,Roland Garros
7,3,10,70.0,2,1,3,66.66666666666667,Filip Krajinovic,Nikola Milojevic,Filip Krajinovic,Roland Garros
2,2,4,50.0,0,0,0,,Aljaz Bedene,Aljaz Bedene,Arthur Rinderknech,Roland Garros
0,0,0,,0,0,0,,Arthur Rinderknech,Aljaz Bedene,Arthur Rinderknech,Roland Garros
1,2,3,33.333333333333336,1,1,2,50.0,Pablo Cuevas,Pablo Cuevas,Henri Laaksonen,Roland Garros
0,0,0,,0,0,0,,Henri Laaksonen,Pablo Cuevas,Henri Laaksonen,Roland Garros
9,4,13,69.23076923076923,4,2,6,66.66666666666667,Stefanos Tsitsipas,Stefanos Tsitsipas,Jaume Munar,Roland Garros
0,1,1,0.0,0,0,0,,Jaume Munar,Stefanos Tsitsipas,Jaume Munar,Roland Garros
2,5,7,28.571428571428573,2,3,5,40.0,Alexander Bublik,Alexander Bublik,Gael Monfils,Roland Garros
0,2,2,0.0,0,2,2,0.0,Gael Monfils,Alexander Bublik,Gael Monfils,Roland Garros
1,4,5,20.0,1,2,3,33.333333333333336,Lorenzo Sonego,Lorenzo Sonego,Emilio Gomez,Roland Garros
0,0,0,,0,0,0,,Emilio Gomez,Lorenzo Sonego,Emilio Gomez,Roland Garros
0,2,2,0.0,0,1,1,0.0,Radu Albot,Radu Albot,Jordan Thompson,Roland Garros
4,2,6,66.66666666666667,1,1,2,50.0,Jordan Thompson,Radu Albot,Jordan Thompson,Roland Garros
3,4,7,42.857142857142854,0,2,2,0.0,Taylor Fritz,Taylor Fritz,Tomas Machac,Roland Garros
0,0,0,,0,0,0,,Tomas Machac,Taylor Fritz,Tomas Machac,Roland Garros
1,2,3,33.333333333333336,0,0,0,,Norbert Gombos,Norbert Gombos,Borna Coric,Roland Garros
6,3,9,66.66666666666667,1,1,2,50.0,Borna Coric,Norbert Gombos,Borna Coric,Roland Garros
0,0,0,,0,0,0,,Jurij Rodionov,Jurij Rodionov,Jeremy Chardy,Roland Garros
0,1,1,0.0,0,0,0,,Jeremy Chardy,Jurij Rodionov,Jeremy Chardy,Roland Garros
0,0,0,,0,0,0,,Lorenzo Giustino,Lorenzo Giustino,Corentin Moutet,Roland Garros
2,1,3,66.66666666666667,0,0,0,,Corentin Moutet,Lorenzo Giustino,Corentin Moutet,Roland Garros
6,4,10,60.0,5,2,7,71.42857142857143,Diego Schwartzman,Diego Schwartzman,Miomir Kecmanovic,Roland Garros
6,2,8,75.0,5,1,6,83.33333333333333,Miomir Kecmanovic,Diego Schwartzman,Miomir Kecmanovic,Roland Garros
0,1,1,0.0,0,1,1,0.0,Stan Wawrinka,Stan Wawrinka,Andy Murray,Roland Garros
3,2,5,60.0,0,0,0,,Andy Murray,Stan Wawrinka,Andy Murray,Roland Garros
4,3,7,57.142857142857146,4,2,6,66.66666666666667,Dominik Koepfer,Dominik Koepfer,Antoine Hoang,Roland Garros
0,0,0,,0,0,0,,Antoine Hoang,Dominik Koepfer,Antoine Hoang,Roland Garros
0,0,0,,0,0,0,,Hugo Gaston,Hugo Gaston,Maxime Janvier,Roland Garros
0,0,0,,0,0,0,,Maxime Janvier,Hugo Gaston,Maxime Janvier,Roland Garros
1,4,5,20.0,1,3,4,25.0,Yoshihito Nishioka,Yoshihito Nishioka,Felix Auger Aliassime,Roland Garros
5,4,9,55.55555555555556,1,2,3,33.333333333333336,Felix Auger Aliassime,Yoshihito Nishioka,Felix Auger Aliassime,Roland Garros
9,4,13,69.23076923076923,7,2,9,77.77777777777777,Casper Ruud,Casper Ruud,Yuichi Sugita,Roland Garros
0,1,1,0.0,0,0,0,,Yuichi Sugita,Casper Ruud,Yuichi Sugita,Roland Garros
1,3,4,25.0,1,1,2,50.0,Tommy Paul,Tommy Paul,James Duckworth,Roland Garros
0,1,1,0.0,0,0,0,,James Duckworth,Tommy Paul,James Duckworth,Roland Garros
1,1,2,50.0,0,0,0,,Jack Sock,Jack Sock,Reilly Opelka,Roland Garros
3,2,5,60.0,0,0,0,,Reilly Opelka,Jack Sock,Reilly Opelka,Roland Garros
7,1,8,87.5,0,0,0,,Dominic Thiem,Dominic Thiem,Marin Cilic,Roland Garros
4,3,7,57.142857142857146,2,1,3,66.66666666666667,Marin Cilic,Dominic Thiem,Marin Cilic,Roland Garros
6,2,8,75.0,0,0,0,,Alexander Zverev,Alexander Zverev,Dennis Novak,Roland Garros
0,2,2,0.0,0,1,1,0.0,Dennis Novak,Alexander Zverev,Dennis Novak,Roland Garros
0,1,1,0.0,0,1,1,0.0,Pierre Hugues Herbert,Pierre Hugues Herbert,Michael Mmoh,Roland Garros
1,1,2,50.0,0,0,0,,Michael Mmoh,Pierre Hugues Herbert,Michael Mmoh,Roland Garros
1,2,3,33.333333333333336,0,1,1,0.0,Juan Ignacio Londero,Juan Ignacio Londero,Federico Delbonis,Roland Garros
2,2,4,50.0,2,1,3,66.66666666666667,Federico Delbonis,Juan Ignacio Londero,Federico Delbonis,Roland Garros
1,2,3,33.333333333333336,1,1,2,50.0,Marco Cecchinato,Marco Cecchinato,Alex De Minaur,Roland Garros
4,3,7,57.142857142857146,0,1,1,0.0,Alex De Minaur,Marco Cecchinato,Alex De Minaur,Roland Garros
0,3,3,0.0,0,2,2,0.0,Benoit Paire,Benoit Paire,Soon Woo Kwon,Roland Garros
1,1,2,50.0,0,0,0,,Soon Woo Kwon,Benoit Paire,Soon Woo Kwon,Roland Garros
2,2,4,50.0,1,1,2,50.0,Federico Coria,Federico Coria,Jason Jung,Roland Garros
0,1,1,0.0,0,0,0,,Jason Jung,Federico Coria,Jason Jung,Roland Garros
0,0,0,,0,0,0,,Benjamin Bonzi,Benjamin Bonzi,Emil Ruusuvuori,Roland Garros
2,3,5,40.0,0,1,1,0.0,Emil Ruusuvuori,Benjamin Bonzi,Emil Ruusuvuori,Roland Garros
3,3,6,50.0,3,2,5,60.0,Jannik Sinner,Jannik Sinner,David Goffin,Roland Garros
4,3,7,57.142857142857146,0,1,1,0.0,David Goffin,Jannik Sinner,David Goffin,Roland Garros
2,1,3,66.66666666666667,0,0,0,,Mikhail Kukushkin,Mikhail Kukushkin,Fabio Fognini,Roland Garros
1,3,4,25.0,1,3,4,25.0,Fabio Fognini,Mikhail Kukushkin,Fabio Fognini,Roland Garros
1,2,3,33.333333333333336,1,1,2,50.0,Pedro Martinez,Pedro Martinez,Aleksandar Vukic,Roland Garros
0,0,0,,0,0,0,,Aleksandar Vukic,Pedro Martinez,Aleksandar Vukic,Roland Garros
0,2,2,0.0,0,0,0,,Sebastian Korda,Sebastian Korda,Andreas Seppi,Roland Garros
0,1,1,0.0,0,0,0,,Andreas Seppi,Sebastian Korda,Andreas Seppi,Roland Garros
2,2,4,50.0,0,0,0,,John Isner,John Isner,Elliot Benchetrit,Roland Garros
0,0,0,,0,0,0,,Elliot Benchetrit,John Isner,Elliot Benchetrit,Roland Garros
1,3,4,25.0,1,3,4,25.0,Kei Nishikori,Kei Nishikori,Daniel Evans,Roland Garros
2,4,6,33.333333333333336,0,2,2,0.0,Daniel Evans,Kei Nishikori,Daniel Evans,Roland Garros
2,2,4,50.0,2,1,3,66.66666666666667,Stefano Travaglia,Stefano Travaglia,Pablo Andujar,Roland Garros
0,1,1,0.0,0,0,0,,Pablo Andujar,Stefano Travaglia,Pablo Andujar,Roland Garros
0,2,2,0.0,0,0,0,,Mackenzie McDonald,Mackenzie McDonald,Steven Diez,Roland Garros
0,0,0,,0,0,0,,Steven Diez,Mackenzie McDonald,Steven Diez,Roland Garros
2,1,3,66.66666666666667,2,1,3,66.66666666666667,Rafael Nadal,Rafael Nadal,Egor Gerasimov,Roland Garros
1,1,2,50.0,0,0,0,,Egor Gerasimov,Rafael Nadal,Egor Gerasimov,Roland Garros
14,1,15,93.33333333333333,6,0,6,100.0,Novak Djokovic,Novak Djokovic,Ricardas Berankis,Roland Garros
4,2,6,66.66666666666667,1,0,1,100.0,Ricardas Berankis,Novak Djokovic,Ricardas Berankis,Roland Garros
1,0,1,100.0,1,0,1,100.0,Daniel Elahi Galan,Daniel Elahi Galan,Tennys Sandgren,Roland Garros
3,4,7,42.857142857142854,1,2,3,33.333333333333336,Tennys Sandgren,Daniel Elahi Galan,Tennys Sandgren,Roland Garros
5,4,9,55.55555555555556,4,2,6,66.66666666666667,Christian Garin,Christian Garin,Marc Polmans,Roland Garros
1,1,2,50.0,1,0,1,100.0,Marc Polmans,Christian Garin,Marc Polmans,Roland Garros
6,4,10,60.0,2,2,4,50.0,Karen Khachanov,Karen Khachanov,Jiri Vesely,Roland Garros
2,2,4,50.0,2,1,3,66.66666666666667,Jiri Vesely,Karen Khachanov,Jiri Vesely,Roland Garros
8,3,11,72.72727272727273,3,1,4,75.0,Roberto Bautista Agut,Roberto Bautista Agut,Attila Balazs,Roland Garros
1,1,2,50.0,1,0,1,100.0,Attila Balazs,Roberto Bautista Agut,Attila Balazs,Roland Garros
7,3,10,70.0,1,1,2,50.0,Pablo Carreno Busta,Pablo Carreno Busta,Guido Pella,Roland Garros
2,3,5,40.0,2,2,4,50.0,Guido Pella,Pablo Carreno Busta,Guido Pella,Roland Garros
1,0,1,100.0,1,0,1,100.0,Daniel Altmaier,Daniel Altmaier,Jan Lennard Struff,Roland Garros
6,4,10,60.0,1,2,3,33.333333333333336,Jan Lennard Struff,Daniel Altmaier,Jan Lennard Struff,Roland Garros
7,3,10,70.0,3,1,4,75.0,Matteo Berrettini,Matteo Berrettini,Lloyd Harris,Roland Garros
2,2,4,50.0,1,0,1,100.0,Lloyd Harris,Matteo Berrettini,Lloyd Harris,Roland Garros
5,2,7,71.42857142857143,1,0,1,100.0,Marton Fucsovics,Marton Fucsovics,Albert Ramos,Roland Garros
1,4,5,20.0,1,3,4,25.0,Albert Ramos,Marton Fucsovics,Albert Ramos,Roland Garros
1,1,2,50.0,1,0,1,100.0,Thiago Monteiro,Thiago Monteiro,Marcos Giron,Roland Garros
3,2,5,60.0,1,0,1,100.0,Marcos Giron,Thiago Monteiro,Marcos Giron,Roland Garros
2,4,6,33.333333333333336,1,2,3,33.333333333333336,Kevin Anderson,Kevin Anderson,Dusan Lajovic,Roland Garros
5,5,10,50.0,5,3,8,62.5,Dusan Lajovic,Kevin Anderson,Dusan Lajovic,Roland Garros
11,3,14,78.57142857142857,7,1,8,87.5,Andrey Rublev,Andrey Rublev,Alejandro Davidovich Fokina,Roland Garros
4,2,6,66.66666666666667,1,1,2,50.0,Alejandro Davidovich Fokina,Andrey Rublev,Alejandro Davidovich Fokina,Roland Garros
2,1,3,66.66666666666667,1,0,1,100.0,Roberto Carballes Baena,Roberto Carballes Baena,Denis Shapovalov,Roland Garros
10,3,13,76.92307692307692,5,1,6,83.33333333333333,Denis Shapovalov,Roberto Carballes Baena,Denis Shapovalov,Roland Garros
6,3,9,66.66666666666667,4,1,5,80.0,Grigor Dimitrov,Grigor Dimitrov,Andrej Martin,Roland Garros
1,1,2,50.0,1,0,1,100.0,Andrej Martin,Grigor Dimitrov,Andrej Martin,Roland Garros
3,2,5,60.0,1,0,1,100.0,Aljaz Bedene,Aljaz Bedene,Nikola Milojevic,Roland Garros
1,0,1,100.0,1,0,1,100.0,Nikola Milojevic,Aljaz Bedene,Nikola Milojevic,Roland Garros
10,4,14,71.42857142857143,5,2,7,71.42857142857143,Stefanos Tsitsipas,Stefanos Tsitsipas,Pablo Cuevas,Roland Garros
2,2,4,50.0,2,1,3,66.66666666666667,Pablo Cuevas,Stefanos Tsitsipas,Pablo Cuevas,Roland Garros
2,4,6,33.333333333333336,2,2,4,50.0,Lorenzo Sonego,Lorenzo Sonego,Alexander Bublik,Roland Garros
3,5,8,37.5,3,3,6,50.0,Alexander Bublik,Lorenzo Sonego,Alexander Bublik,Roland Garros
4,4,8,50.0,1,2,3,33.333333333333336,Taylor Fritz,Taylor Fritz,Radu Albot,Roland Garros
1,2,3,33.333333333333336,1,1,2,50.0,Radu Albot,Taylor Fritz,Radu Albot,Roland Garros
2,2,4,50.0,1,0,1,100.0,Norbert Gombos,Norbert Gombos,Jurij Rodionov,Roland Garros
1,0,1,100.0,1,0,1,100.0,Jurij Rodionov,Norbert Gombos,Jurij Rodionov,Roland Garros
7,4,11,63.63636363636363,6,2,8,75.0,Diego Schwartzman,Diego Schwartzman,Lorenzo Giustino,Roland Garros
1,0,1,100.0,1,0,1,100.0,Lorenzo Giustino,Diego Schwartzman,Lorenzo Giustino,Roland Garros
1,1,2,50.0,1,1,2,50.0,Stan Wawrinka,Stan Wawrinka,Dominik Koepfer,Roland Garros
5,3,8,62.5,5,2,7,71.42857142857143,Dominik Koepfer,Stan Wawrinka,Dominik Koepfer,Roland Garros
1,0,1,100.0,1,0,1,100.0,Hugo Gaston,Hugo Gaston,Yoshihito Nishioka,Roland Garros
2,4,6,33.333333333333336,2,3,5,40.0,Yoshihito Nishioka,Hugo Gaston,Yoshihito Nishioka,Roland Garros
10,4,14,71.42857142857143,8,2,10,80.0,Casper Ruud,Casper Ruud,Tommy Paul,Roland Garros
2,3,5,40.0,2,1,3,66.66666666666667,Tommy Paul,Casper Ruud,Tommy Paul,Roland Garros
8,1,9,88.88888888888889,1,0,1,100.0,Dominic Thiem,Dominic Thiem,Jack Sock,Roland Garros
2,1,3,66.66666666666667,1,0,1,100.0,Jack Sock,Dominic Thiem,Jack Sock,Roland Garros
7,2,9,77.77777777777777,1,0,1,100.0,Alexander Zverev,Alexander Zverev,Pierre Hugues Herbert,Roland Garros
1,1,2,50.0,1,1,2,50.0,Pierre Hugues Herbert,Alexander Zverev,Pierre Hugues Herbert,Roland Garros
2,2,4,50.0,2,1,3,66.66666666666667,Marco Cecchinato,Marco Cecchinato,Juan Ignacio Londero,Roland Garros
2,2,4,50.0,1,1,2,50.0,Juan Ignacio Londero,Marco Cecchinato,Juan Ignacio Londero,Roland Garros
3,2,5,60.0,2,1,3,66.66666666666667,Federico Coria,Federico Coria,Benoit Paire,Roland Garros
1,3,4,25.0,1,2,3,33.333333333333336,Benoit Paire,Federico Coria,Benoit Paire,Roland Garros
4,3,7,57.142857142857146,4,2,6,66.66666666666667,Jannik Sinner,Jannik Sinner,Benjamin Bonzi,Roland Garros
1,0,1,100.0,1,0,1,100.0,Benjamin Bonzi,Jannik Sinner,Benjamin Bonzi,Roland Garros
2,2,4,50.0,2,1,3,66.66666666666667,Pedro Martinez,Pedro Martinez,Mikhail Kukushkin,Roland Garros
3,1,4,75.0,1,0,1,100.0,Mikhail Kukushkin,Pedro Martinez,Mikhail Kukushkin,Roland Garros
1,2,3,33.333333333333336,1,0,1,100.0,Sebastian Korda,Sebastian Korda,John Isner,Roland Garros
3,2,5,60.0,1,0,1,100.0,John Isner,Sebastian Korda,John Isner,Roland Garros
3,2,5,60.0,3,1,4,75.0,Stefano Travaglia,Stefano Travaglia,Kei Nishikori,Roland Garros
2,3,5,40.0,2,3,5,40.0,Kei Nishikori,Stefano Travaglia,Kei Nishikori,Roland Garros
3,1,4,75.0,3,1,4,75.0,Rafael Nadal,Rafael Nadal,Mackenzie McDonald,Roland Garros
1,2,3,33.333333333333336,1,0,1,100.0,Mackenzie McDonald,Rafael Nadal,Mackenzie McDonald,Roland Garros
15,1,16,93.75,7,0,7,100.0,Novak Djokovic,Novak Djokovic,Daniel Elahi Galan,Roland Garros
2,0,2,100.0,2,0,2,100.0,Daniel Elahi Galan,Novak Djokovic,Daniel Elahi Galan,Roland Garros
7,4,11,63.63636363636363,3,2,5,60.0,Karen Khachanov,Karen Khachanov,Christian Garin,Roland Garros
6,4,10,60.0,5,2,7,71.42857142857143,Christian Garin,Karen Khachanov,Christian Garin,Roland Garros
8,3,11,72.72727272727273,2,1,3,66.66666666666667,Pablo Carreno Busta,Pablo Carreno Busta,Roberto Bautista Agut,Roland Garros
9,3,12,75.0,4,1,5,80.0,Roberto Bautista Agut,Pablo Carreno Busta,Roberto Bautista Agut,Roland Garros
2,0,2,100.0,2,0,2,100.0,Daniel Altmaier,Daniel Altmaier,Matteo Berrettini,Roland Garros
8,3,11,72.72727272727273,4,1,5,80.0,Matteo Berrettini,Daniel Altmaier,Matteo Berrettini,Roland Garros
6,2,8,75.0,2,0,2,100.0,Marton Fucsovics,Marton Fucsovics,Thiago Monteiro,Roland Garros
2,1,3,66.66666666666667,2,0,2,100.0,Thiago Monteiro,Marton Fucsovics,Thiago Monteiro,Roland Garros
12,3,15,80.0,8,1,9,88.88888888888889,Andrey Rublev,Andrey Rublev,Kevin Anderson,Roland Garros
3,4,7,42.857142857142854,2,2,4,50.0,Kevin Anderson,Andrey Rublev,Kevin Anderson,Roland Garros
7,3,10,70.0,5,1,6,83.33333333333333,Grigor Dimitrov,Grigor Dimitrov,Roberto Carballes Baena,Roland Garros
3,1,4,75.0,2,0,2,100.0,Roberto Carballes Baena,Grigor Dimitrov,Roberto Carballes Baena,Roland Garros
11,4,15,73.33333333333333,6,2,8,75.0,Stefanos Tsitsipas,Stefanos Tsitsipas,Aljaz Bedene,Roland Garros
